"Date(UTC)","UnixTimeStamp","Supply","MarketCap","Price"
"9/12/2015","1442016000","73199455.81250","81.98339051","1.12"
"9/13/2015","1442102400","73225627.21875","65.1708082246875","0.89"
"9/14/2015","1442188800","73251215.34375","70.32116673","0.96"
"9/15/2015","1442275200","73276830.65625","69.6129891234375","0.95"
"9/16/2015","1442361600","73303148.78125","70.37102283","0.96"
"9/17/2015","1442448000","73328584.40625","67.46229765375","0.92"
"9/18/2015","1442534400","73354486.12500","62.35131320625","0.85"
"9/19/2015","1442620800","73381665.81250","66.04349923125","0.90"
"9/20/2015","1442707200","73409648.46875","68.2709730759375","0.93"
"9/21/2015","1442793600","73436300.34375","66.092670309375","0.90"
"9/22/2015","1442880000","73462670.65625","63.9125234709375","0.87"
"9/23/2015","1442966400","73489750.96875","66.140775871875","0.90"
"9/24/2015","1443052800","73516136.75000","61.0183935025","0.83"
"9/25/2015","1443139200","73543140.18750","50.744766729375","0.69"
"9/26/2015","1443225600","73569050.50000","52.234025855","0.71"
"9/27/2015","1443312000","73594061.59375","56.6674274271875","0.77"
"9/28/2015","1443398400","73618775.81250","45.64364100375","0.62"
"9/29/2015","1443484800","73643144.25000","43.4494551075","0.59"
"9/30/2015","1443571200","73668238.00000","53.77781374","0.73"
"10/1/2015","1443657600","73695660.03125","49.3760922209375","0.67"
"10/2/2015","1443744000","73722573.15625","48.656898283125","0.66"
"10/3/2015","1443830400","73749026.90625","51.624318834375","0.70"
"10/4/2015","1443916800","73774507.06250","50.1666648025","0.68"
"10/5/2015","1444003200","73800643.93750","48.70842499875","0.66"
"10/6/2015","1444089600","73825680.50000","46.510178715","0.63"
"10/7/2015","1444176000","73851814.09375","45.0496065971875","0.61"
"10/8/2015","1444262400","73878596.28125","45.804729694375","0.62"
"10/9/2015","1444348800","73904043.93750","47.29858812","0.64"
"10/10/2015","1444435200","73929543.62500","47.31490792","0.64"
"10/11/2015","1444521600","73956054.40625","45.1131931878125","0.61"
"10/12/2015","1444608000","73982854.40625","48.0888553640625","0.65"
"10/13/2015","1444694400","74009522.68750","44.4057136125","0.60"
"10/14/2015","1444780800","74035398.31250","37.758053139375","0.51"
"10/15/2015","1444867200","74061008.78125","44.43660526875","0.60"
"10/16/2015","1444953600","74086450.18750","38.5249540975","0.52"
"10/17/2015","1445040000","74112900.81250","40.02096643875","0.54"
"10/18/2015","1445126400","74138749.09375","37.8107620378125","0.51"
"10/19/2015","1445212800","74164715.81250","36.340710748125","0.49"
"10/20/2015","1445299200","74190908.31250","32.6439996575","0.44"
"10/21/2015","1445385600","74216954.71875","31.9132905290625","0.43"
"10/22/2015","1445472000","74242285.50000","45.287794155","0.61"
"10/23/2015","1445558400","74269844.09375","42.3338111334375","0.57"
"10/24/2015","1445644800","74296959.09375","40.8633275015625","0.55"
"10/25/2015","1445731200","74323773.31250","47.56721492","0.64"
"10/26/2015","1445817600","74349688.62500","52.78827892375","0.71"
"10/27/2015","1445904000","74377214.87500","62.476860495","0.84"
"10/28/2015","1445990400","74403563.31250","72.171456413125","0.97"
"10/29/2015","1446076800","74431070.34375","82.6184880815625","1.11"
"10/30/2015","1446163200","74458794.25000","84.883025445","1.14"
"10/31/2015","1446249600","74486542.06250","65.548157015","0.88"
"11/1/2015","1446336000","74514722.21875","78.2404583296875","1.05"
"11/2/2015","1446422400","74541856.43750","72.305600744375","0.97"
"11/3/2015","1446508800","74569462.21875","73.078072974375","0.98"
"11/4/2015","1446595200","74597178.62500","61.91565825875","0.83"
"11/5/2015","1446681600","74624470.03125","67.162023028125","0.90"
"11/6/2015","1446768000","74651892.21875","70.172778685625","0.94"
"11/7/2015","1446854400","74678607.53125","69.4511050040625","0.93"
"11/8/2015","1446940800","74705896.59375","74.70589659375","1.00"
"11/9/2015","1447027200","74732956.12500","75.48028568625","1.01"
"11/10/2015","1447113600","74760400.18750","67.28436016875","0.90"
"11/11/2015","1447200000","74788226.75000","56.0911700625","0.75"
"11/12/2015","1447286400","74816251.28125","66.5864636403125","0.89"
"11/13/2015","1447372800","74844436.43750","67.35999279375","0.90"
"11/14/2015","1447459200","74872794.09375","65.8880588025","0.88"
"11/15/2015","1447545600","74900914.25000","68.90884111","0.92"
"11/16/2015","1447632000","74928309.40625","69.6833277478125","0.93"
"11/17/2015","1447718400","74956103.00000","74.9561030","1.00"
"11/18/2015","1447804800","74983355.03125","74.98335503125","1.00"
"11/19/2015","1447891200","75009918.46875","72.00952173","0.96"
"11/20/2015","1447977600","75035048.93750","69.0322450225","0.92"
"11/21/2015","1448064000","75061831.12500","72.80997619125","0.97"
"11/22/2015","1448150400","75088819.71875","74.3379315215625","0.99"
"11/23/2015","1448236800","75116092.06250","69.857965618125","0.93"
"11/24/2015","1448323200","75142940.18750","69.882934374375","0.93"
"11/25/2015","1448409600","75169412.06250","65.397388494375","0.87"
"11/26/2015","1448496000","75195950.50000","65.420476935","0.87"
"11/27/2015","1448582400","75223837.37500","66.19697689","0.88"
"11/28/2015","1448668800","75251045.34375","69.9834721696875","0.93"
"11/29/2015","1448755200","75278393.15625","66.2449859775","0.88"
"11/30/2015","1448841600","75305749.40625","67.775174465625","0.90"
"12/1/2015","1448928000","75333292.21875","65.5399642303125","0.87"
"12/2/2015","1449014400","75359299.25000","62.5482183775","0.83"
"12/3/2015","1449100800","75387362.53125","62.5715109009375","0.83"
"12/4/2015","1449187200","75414041.90625","63.34779520125","0.84"
"12/5/2015","1449273600","75440623.78125","64.878936451875","0.86"
"12/6/2015","1449360000","75466879.56250","63.3921788325","0.84"
"12/7/2015","1449446400","75493598.46875","61.1498147596875","0.81"
"12/8/2015","1449532800","75519910.96875","61.1711278846875","0.81"
"12/9/2015","1449619200","75548235.03125","60.438588025","0.80"
"12/10/2015","1449705600","75575712.37500","63.483598395","0.84"
"12/11/2015","1449792000","75602735.18750","68.04246166875","0.90"
"12/12/2015","1449878400","75629941.75000","73.3610434975","0.97"
"12/13/2015","1449964800","75657849.09375","70.3617996571875","0.93"
"12/14/2015","1450051200","75684557.68750","74.927712110625","0.99"
"12/15/2015","1450137600","75711572.21875","75.71157221875","1.00"
"12/16/2015","1450224000","75738029.56250","62.10518424125","0.82"
"12/17/2015","1450310400","75764912.68750","71.21901792625","0.94"
"12/18/2015","1450396800","75791584.25000","69.72825751","0.92"
"12/19/2015","1450483200","75818278.78125","69.75281647875","0.92"
"12/20/2015","1450569600","75844714.87500","78.87850347","1.04"
"12/21/2015","1450656000","75871172.68750","68.28405541875","0.90"
"12/22/2015","1450742400","75898547.06250","67.549706885625","0.89"
"12/23/2015","1450828800","75925946.43750","65.29631393625","0.86"
"12/24/2015","1450915200","75952633.00000","66.07879071","0.87"
"12/25/2015","1451001600","75979436.59375","68.381492934375","0.90"
"12/26/2015","1451088000","76005996.75000","64.6050972375","0.85"
"12/27/2015","1451174400","76032850.50000","69.189893955","0.91"
"12/28/2015","1451260800","76059908.46875","66.1721203678125","0.87"
"12/29/2015","1451347200","76086569.56250","69.238778301875","0.91"
"12/30/2015","1451433600","76113305.81250","70.785374405625","0.93"
"12/31/2015","1451520000","76140217.84375","71.571804773125","0.94"
"1/1/2016","1451606400","76166284.40625","73.11963303","0.96"
"1/2/2016","1451692800","76193668.31250","73.907858263125","0.97"
"1/3/2016","1451779200","76221344.09375","73.9347037709375","0.97"
"1/4/2016","1451865600","76248764.71875","72.4363264828125","0.95"
"1/5/2016","1451952000","76276603.93750","71.70000770125","0.94"
"1/6/2016","1452038400","76304229.40625","74.0151025240625","0.97"
"1/7/2016","1452124800","76331251.59375","73.27800153","0.96"
"1/8/2016","1452211200","76359248.31250","76.3592483125","1.00"
"1/9/2016","1452297600","76386844.09375","76.38684409375","1.00"
"1/10/2016","1452384000","76414132.06250","77.94241470375","1.02"
"1/11/2016","1452470400","76441137.21875","82.55642819625","1.08"
"1/12/2016","1452556800","76467038.00000","86.40775294","1.13"
"1/13/2016","1452643200","76493573.31250","87.20267357625","1.14"
"1/14/2016","1452729600","76520492.53125","87.9985664109375","1.15"
"1/15/2016","1452816000","76547289.87500","91.85674785","1.20"
"1/16/2016","1452902400","76573813.00000","93.42005186","1.22"
"1/17/2016","1452988800","76600412.84375","97.2825243115625","1.27"
"1/18/2016","1453075200","76627033.00000","111.10919785","1.45"
"1/19/2016","1453161600","76653125.81250","97.349469781875","1.27"
"1/20/2016","1453248000","76679668.31250","117.319892518125","1.53"
"1/21/2016","1453334400","76705587.53125","118.126604798125","1.54"
"1/22/2016","1453420800","76731842.53125","116.6324006475","1.52"
"1/23/2016","1453507200","76757612.21875","155.050376681875","2.02"
"1/24/2016","1453593600","76784855.18750","161.24819589375","2.10"
"1/25/2016","1453680000","76810552.21875","191.2582750246875","2.49"
"1/26/2016","1453766400","76837541.43750","175.957969891875","2.29"
"1/27/2016","1453852800","76863642.21875","186.010014169375","2.42"
"1/28/2016","1453939200","76890206.90625","193.76332140375","2.52"
"1/29/2016","1454025600","76916367.37500","186.1376090475","2.42"
"1/30/2016","1454112000","76942560.50000","187.73984762","2.44"
"1/31/2016","1454198400","76968242.37500","170.09981564875","2.21"
"2/1/2016","1454284800","76994673.62500","166.30849503","2.16"
"2/2/2016","1454371200","77020542.06250","187.159917211875","2.43"
"2/3/2016","1454457600","77047840.03125","187.99672967625","2.44"
"2/4/2016","1454544000","77074402.37500","196.53972605625","2.55"
"2/5/2016","1454630400","77100960.96875","196.6074504703125","2.55"
"2/6/2016","1454716800","77127306.75000","195.1320860775","2.53"
"2/7/2016","1454803200","77153991.43750","230.690434398125","2.99"
"2/8/2016","1454889600","77180646.43750","243.119036278125","3.15"
"2/9/2016","1454976000","77207117.53125","289.5266907421875","3.75"
"2/10/2016","1455062400","77233278.78125","335.9647626984375","4.35"
"2/11/2016","1455148800","77259756.59375","490.5994543703125","6.35"
"2/12/2016","1455235200","77286258.62500","415.8000714025","5.38"
"2/13/2016","1455321600","77313140.18750","405.893985984375","5.25"
"2/14/2016","1455408000","77339469.25000","400.618450715","5.18"
"2/15/2016","1455494400","77365694.56250","404.622582561875","5.23"
"2/16/2016","1455580800","77392140.34375","329.690517864375","4.26"
"2/17/2016","1455667200","77417812.37500","297.28439952","3.84"
"2/18/2016","1455753600","77444027.21875","336.8815184015625","4.35"
"2/19/2016","1455840000","77470682.68750","345.51924478625","4.46"
"2/20/2016","1455926400","77497243.46875","338.6629539584375","4.37"
"2/21/2016","1456012800","77523780.03125","359.710339345","4.64"
"2/22/2016","1456099200","77550537.84375","435.0585173034375","5.61"
"2/23/2016","1456185600","77576707.84375","439.084166395625","5.66"
"2/24/2016","1456272000","77603134.71875","481.13943525625","6.20"
"2/25/2016","1456358400","77629958.46875","461.8982528890625","5.95"
"2/26/2016","1456444800","77656612.53125","463.6099768115625","5.97"
"2/27/2016","1456531200","77682812.37500","489.4017179625","6.30"
"2/28/2016","1456617600","77709234.40625","503.5558389525","6.48"
"2/29/2016","1456704000","77734463.93750","494.3911906425","6.36"
"3/1/2016","1456790400","77760945.03125","590.9831822375","7.60"
"3/2/2016","1456876800","77787589.25000","675.9741505825","8.69"
"3/3/2016","1456963200","77813700.50000","727.558099675","9.35"
"3/4/2016","1457049600","77839585.81250","775.2822746925","9.96"
"3/5/2016","1457136000","77866168.00000","854.19186296","10.97"
"3/6/2016","1457222400","77891567.68750","859.143991593125","11.03"
"3/7/2016","1457308800","77917553.15625","740.216754984375","9.50"
"3/8/2016","1457395200","77943376.28125","769.3011238959375","9.87"
"3/9/2016","1457481600","77969119.56250","902.102713338125","11.57"
"3/10/2016","1457568000","77995747.06250","867.312707335","11.12"
"3/11/2016","1457654400","78022049.56250","878.52827807375","11.26"
"3/12/2016","1457740800","78048419.71875","1034.922045470625","13.26"
"3/13/2016","1457827200","78075670.18750","1170.354296110625","14.99"
"3/14/2016","1457913600","78102078.15625","975.4949561715625","12.49"
"3/15/2016","1458000000","78133301.75000","1021.98358689","13.08"
"3/16/2016","1458086400","78164791.90625","1009.1074635096875","12.91"
"3/17/2016","1458172800","78196816.43750","863.29285347","11.04"
"3/18/2016","1458259200","78228103.62500","838.60527086","10.72"
"3/19/2016","1458345600","78260182.06250","817.818902553125","10.45"
"3/20/2016","1458432000","78291777.21875","788.3981965928125","10.07"
"3/21/2016","1458518400","78323160.18750","937.528227444375","11.97"
"3/22/2016","1458604800","78354872.06250","863.47069012875","11.02"
"3/23/2016","1458691200","78386166.12500","964.93370499875","12.31"
"3/24/2016","1458777600","78418237.21875","874.3633449890625","11.15"
"3/25/2016","1458864000","78450127.06250","837.8473570275","10.68"
"3/26/2016","1458950400","78482062.37500","862.51786550125","10.99"
"3/27/2016","1459036800","78513693.15625","820.4680934828125","10.45"
"3/28/2016","1459123200","78544999.71875","911.1219967375","11.60"
"3/29/2016","1459209600","78576437.53125","918.5585547403125","11.69"
"3/30/2016","1459296000","78608138.00000","933.86467944","11.88"
"3/31/2016","1459382400","78639526.90625","897.2770020003125","11.41"
"4/1/2016","1459468800","78671411.59375","915.73523095125","11.64"
"4/2/2016","1459555200","78702492.84375","913.7359419159375","11.61"
"4/3/2016","1459641600","78734222.53125","917.2536924890625","11.65"
"4/4/2016","1459728000","78766175.65625","875.8798732975","11.12"
"4/5/2016","1459814400","78797750.50000","821.860537715","10.43"
"4/6/2016","1459900800","78829013.15625","849.776761824375","10.78"
"4/7/2016","1459987200","78860180.50000","798.853628465","10.13"
"4/8/2016","1460073600","78892094.87500","774.7203716725","9.82"
"4/9/2016","1460160000","78923008.46875","722.1455274890625","9.15"
"4/10/2016","1460246400","78954790.18750","692.433509944375","8.77"
