/*risultati da verificare*/

year(t.timestamp),month(t.timestamp),day(t.timestamp),"count(distinct i.id)/count(distinct t.txid)","count(distinct o.id)/count(distinct t.txid)"
2012,2,28,1.0000,1.0000
2012,2,29,1.0000,1.0000
2012,3,1,1.0000,1.0000
2012,3,2,1.0000,1.0000
2012,3,3,1.0000,1.0000
2012,3,4,1.0000,1.0000
2012,3,5,1.0000,1.0000
2012,3,6,1.0000,1.0000
2012,3,7,1.0000,1.0000
2012,3,8,1.0000,1.0000
2012,3,9,1.0000,1.0000
2012,3,10,1.0000,1.0000
2012,3,11,1.0000,1.0000
2012,3,12,1.0000,1.0000
2012,3,13,1.0000,1.0000
2012,3,14,1.0000,1.0000
2012,3,15,1.0000,1.0000
2012,3,16,1.0000,1.0000
2012,3,17,1.0000,1.0000
2012,3,18,1.0000,1.0000
2012,3,19,1.0000,1.0000
2012,3,20,1.0000,1.0000
2012,3,21,1.0000,1.0000
2012,3,22,1.0000,1.0000
2012,3,23,1.0000,1.0000
2012,3,24,1.0000,1.0000
2012,3,25,1.0000,1.0000
2012,3,26,1.0000,1.0000
2012,3,27,1.0000,1.0000
2012,3,28,1.0000,1.0000
2012,3,29,1.0000,1.0000
2012,3,30,1.0000,1.0000
2012,3,31,1.0000,1.0000
2012,4,1,1.0000,1.0000
2012,4,2,1.0000,1.0000
2012,4,3,1.0000,1.0000
2012,4,4,1.0000,1.0000
2012,4,5,1.0000,1.0000
2012,4,6,1.0000,1.0000
2012,4,7,1.0000,1.0000
2012,4,8,1.0000,1.0000
2012,4,9,1.0000,1.0000
2012,4,10,1.0000,1.0000
2012,4,11,1.0000,1.0000
2012,4,12,1.0000,1.0000
2012,4,13,1.0000,1.0000
2012,4,14,1.0000,1.0000
